"","case","iteration","p_HP","HP","p_DD","DD","p_PS1","PS1","p_PS2","PS2","greg"
"233",1,233,0.812,0.0358536993419644,0.542,0.0227370259657846,0.004,0.00512298182770143,0,0.0251300940555934,0.006
"234",1,234,0.484,0.754435244199342,0.724,0.761486711741741,0.574,0.235949498150524,0.484,0.702459045141624,0.7
"235",1,235,0.382,0.243948654436047,0.01,0.236642609744259,0.966,0.97032275429353,0.996,0.515589502554649,0.958
"236",1,236,0.506,0.348650852033271,0.64,0.347400414389421,0.146,0.429619993531069,0.144,0.354141143936772,0.166
"237",1,237,0.638,0.687854320923383,0.918,0.695317804861704,0.342,0.205643661593669,0.438,0.25817511123195,0.378
"238",1,238,0.418,0.166178149917591,0.014,0.1540911816311,0.558,0.942012249051734,0.522,0.496053230917999,0.44
"239",1,239,0.612,0.217894367692246,0.036,0.208959739558121,0.304,0.771184254367787,0.278,0.310681427385507,0.284
"240",1,240,0.178,0.382908260109469,0.276,0.383353141821888,0.86,0.368073982003713,0.868,0.179572784423775,0.994
"241",1,241,0.322,0.35708571711674,0.88,0.35626803237969,0.166,0.101292712118637,0.174,0.14192616125437,0.138
"242",1,242,0.334,0.493032303874556,0.486,0.497722777865974,0.336,0.266474252199265,0.332,0.389949917093046,0.374
"243",1,243,0.65,0.531510977219793,0.782,0.537230131076135,0.312,0.778385339715305,0.324,0.567993582686669,0.262
"244",1,244,0.43,0.382560632734219,0.514,0.382989157470912,0.174,0.391306226547376,0.23,0.452767927093797,0.242
"245",1,245,0.228,0.222335057677603,0.176,0.213678495428625,0.248,0.190053130637071,0.234,0.112613869887737,0.224
"246",1,246,0.224,0.2914535391804,0.0680000000000001,0.287030330443737,0.476,0.448528572048299,0.474,0.400584475306347,0.526
"247",1,247,0.914,0.691574685972258,0.29,0.69903294176665,0.544,0.890831774748622,0.566,0.787481747597877,0.544
"248",1,248,0.608,0.793026364491435,0.662,0.799535312711268,0.744,0.65284343058557,0.728,0.458014481029559,0.566
"249",1,249,0.988,0.892340827402558,0.812,0.896464662684397,0.696,0.744075608974642,0.626,0.499642060989872,0.664
"250",1,250,0.77,0.617416691460706,0.542,0.624573446329865,0.398,0.712144089106378,0.372,0.672599409288219,0.402
"251",1,251,0.472,0.534246144635669,0.52,0.540029332249546,0.308,0.698153439043218,0.378,0.631930898393599,0.332
"252",1,252,0.932,0.88056527490588,0.906,0.885044652982233,0.65,0.802726625275442,0.658,0.867038950493613,0.692
"253",1,253,0.31,0.225079861862715,0.448,0.216595203790978,0.024,0.197908971542365,0.03,0.278710346293083,0.008
"254",1,254,0.722,0.470031344123895,0.938,0.473993127722746,0.238,0.584109546752889,0.164,0.296909261131626,0.194
"255",1,255,0.892,0.746627996060872,0.792,0.753762380627578,0.538,0.859519108473608,0.512,0.640738391459441,0.558
"256",1,256,0.826,0.862192454480893,0.868,0.867187976401297,0.634,0.723756607834842,0.558,0.872203953623701,0.51
"257",1,257,0.972,0.994421212946462,0.984,0.994672766504276,0.928,0.901836126666496,0.904,0.977214113304098,0.912
"258",1,258,0.158,0.271309888318748,0.286,0.265684991930866,0.276,0.539601345808206,0.248,0.27750693377651,0.258
"259",1,259,0.144,0.209036880625072,0.0680000000000001,0.199548557118763,0.774,0.636505932513335,0.808,0.4530086251011,0.892
"260",1,260,0.72,0.771201205183954,0.54,0.778043970150862,0.564,0.854836530822114,0.68,0.805919734704497,0.644
"261",1,261,0.854,0.32788096394369,0.938,0.325524440986453,0.1,0.455626525542068,0.0980000000000001,0.302052598578942,0.0940000000000001
"262",1,262,0.948,0.844227709757952,0.74,0.849682023440039,0.648,0.967532580287385,0.632,0.873106631512131,0.638
"263",1,263,0.496,0.0219619077582976,0.046,0.0113676438121555,0.106,0.0626894023165592,0.0980000000000001,0.0970357996856837,0.0700000000000001
"264",1,264,0.706,0.418600909698451,0.882,0.420628845335266,0.19,0.521687504583188,0.242,0.419294959206068,0.19
"265",1,265,0.612,0.42474774583725,0.104,0.427028665370991,0.572,0.471829105953671,0.554,0.800427994484402,0.56
"266",1,266,0.424,0.14438198842054,0.228,0.131096622727189,0.12,0.0569563121171923,0.118,0.316885887377086,0.106
"267",1,267,0.286,0.211751972519427,0.472,0.202433166374013,0.142,0.464090298343058,0.112,0.109574583102854,0.196
"268",1,268,0.7,0.604164263991277,0.464,0.611176158359969,0.53,0.419785703694128,0.506,0.798089155919417,0.446
"269",1,269,0.81,0.837081238432755,0.96,0.842705345810002,0.528,0.662555249506988,0.544,0.838507200106742,0.55
"270",1,270,0.11,0.12946927542229,0.088,0.115455864360054,0.142,0.370668170587032,0.176,0.322864101959,0.12
"271",1,271,0.59,0.335431566348681,0.222,0.333483639582761,0.396,0.333502035406255,0.366,0.612154578363481,0.402
"272",1,272,0.428,0.340239927150061,0.26,0.338548376014655,0.26,0.586704400588859,0.236,0.500745052249506,0.236
"273",1,273,0.52,0.731265891767663,0.364,0.738536779771445,0.482,0.78482751272725,0.474,0.814811215973066,0.598
"274",1,274,0.532,0.797317263437591,0.316,0.803752376777563,0.872,0.923679643339004,0.89,0.333564865243143,0.86
"275",1,275,0.116,0.302582526147397,0.244,0.298806458373742,0.57,0.341662322194613,0.53,0.0980196520120007,0.6
"276",1,276,0.928,0.926321606810806,0.93,0.929312403408041,0.708,0.93865999149488,0.758,0.880125918690366,0.758
"277",1,277,0.34,0.657506583515638,0.674,0.664932863176258,0.524,0.742141220991027,0.566,0.099484590390245,0.408
"278",1,278,0.022,0.0611495786009429,0.012,0.0460805280955383,0.464,0.0449787443169116,0.416,0.0286527494145209,0.854
"279",1,279,0.148,0.447957474746597,0.34,0.451140410027659,0.566,0.0700668116171067,0.602,0.00330865857157181,0.97
"280",1,280,0.1,0.27701400932347,0.318,0.271733027476611,0.52,0.410633382723054,0.532,0.732454664116336,0.558
"281",1,281,0.378,0.658841495943501,0.324,0.666272417602183,0.714,0.90500962052622,0.67,0.813313465491442,0.81
"282",1,282,0.316,0.240641940054628,0.618,0.233130046686515,0.092,0.235636197985512,0.11,0.23825788864081,0.062
"283",1,283,0.0960000000000001,0.274006956217137,0.168,0.26854500475849,0.37,0.0834481053302925,0.344,0.679665142925933,0.542
"284",1,284,0.334,0.599125131219262,0.316,0.60607462389407,0.986,0.702196932357368,0.976,0.988159441150383,0.954
"285",1,285,0.438,0.276049480063298,0.256,0.27071053369287,0.372,0.515296985684522,0.354,0.293396552828349,0.286
"286",1,286,0.236,0.548859305220708,0.892,0.554964178802088,0.296,0.10210869088663,0.28,0.116966329022733,0.378
"287",1,287,0.802,0.923297344220182,0.828,0.926395374766679,0.836,0.962335999884384,0.882,0.717452823708316,0.872
"288",1,288,0.89,0.958900249114307,0.94,0.9606576328768,0.77,0.155822412558864,0.792,0.689727748786736,0.788
"289",1,289,0.838,0.824488922292872,0.394,0.83039447737535,0.714,0.584582747335262,0.704,0.432034158648224,0.678
"290",1,290,0.944,0.418153715093728,0.198,0.420163017326308,0.324,0.747312702323569,0.318,0.33689607188788,0.278
"291",1,291,0.532,0.922585464982001,0.84,0.925708556624207,0.718,0.571743895535964,0.712,0.87416893612376,0.758
"292",1,292,0.918,0.500763629218719,0.754,0.505679946493687,0.318,0.701039518269362,0.288,0.539384750226845,0.2
"293",1,293,0.792,0.904056573531188,0.524,0.907807645135517,0.948,0.972335394976587,0.942,0.906621118160422,0.956
"294",1,294,0.396,0.326501548259405,0.786,0.324069600834231,0.112,0.105087383032999,0.158,0.188813913105023,0.12
"295",1,295,0.08,0.0859910676560353,0.026,0.0706557645006475,0.744,0.411143127895569,0.774,0.781417188228558,0.796
"296",1,296,0.018,0.0778718403026321,0.038,0.062505735690216,0.12,0.0600442668347769,0.126,0.112732731780348,0.0740000000000001
"297",1,297,0.466,0.770894039542493,0.48,0.777741002516209,0.952,0.912555005812814,0.906,0.692059350405876,0.81
"298",1,298,0.882,0.725678043834625,0.26,0.732989776495487,0.708,0.863698868107828,0.658,0.632669720250025,0.642
"299",1,299,0.2,0.455347928889044,0.524,0.458800257084004,0.344,0.150269278302498,0.316,0.0540226854769515,0.538
"300",1,300,0.952,0.885922032693834,0.72,0.89024205765371,0.726,0.858556723092198,0.718,0.770686786507247,0.634
"301",1,301,0.862,0.50783377580792,0.316,0.512948194615098,0.428,0.741678086456938,0.408,0.492598652809715,0.358
"302",1,302,0.702,0.980950436868243,0.844,0.981792624202229,0.976,0.826510828006825,0.996,0.987190923625681,0.978
"303",1,303,0.984,0.636590498901201,0.938,0.643907671475501,0.34,0.816288766288776,0.362,0.300927048932673,0.334
"304",1,304,0.556,0.82408481813483,0.704,0.829999029152821,0.61,0.887552124241858,0.654,0.829383294542244,0.86
"305",1,305,0.502,0.467850217951543,0.392,0.47173850056716,0.33,0.787179236527113,0.362,0.558186970220917,0.344
"306",1,306,0.908,0.392329085124064,0.254,0.393210442881332,0.34,0.575770653883507,0.334,0.559717101705456,0.304
"307",1,307,0.11,0.158047166310553,0.026,0.145498433786955,0.722,0.445902748490896,0.724,0.814496021712009,0.886
"308",1,308,0.936,0.846993849524796,0.202,0.852380493882497,0.864,0.983394777095135,0.9,0.951578423714247,0.806
"309",1,309,0.434,0.519872316594733,0.486,0.525305506944989,0.348,0.325980332171326,0.324,0.633082129403585,0.294
"310",1,310,0.888,0.69607057591069,0.99,0.70351967714748,0.414,0.8766321185073,0.412,0.690434122431871,0.372
"311",1,311,0.724,0.840301089086611,0.734,0.845849595201165,0.586,0.873138943627151,0.584,0.739831115971715,0.544
"312",1,312,0.482,0.648714759227339,0.296,0.656103519273652,0.688,0.000407202807634732,0.764,0.144603761907647,0.74
"313",1,313,0.052,0.0430321241687871,0.058,0.0291033166797732,0.904,0.612300336554287,0.832,0.667296550845583,0.524
"314",1,314,0.51,0.794597933686935,0.63,0.801080151040575,0.604,0.448114633132457,0.67,0.880994865207528,0.544
"315",1,315,0.47,0.774196180311213,0.418,0.780997283280693,0.59,0.79716914643631,0.626,0.80906858228683,0.538
"316",1,316,0.412,0.572805240031274,0.632,0.579362972898849,0.292,0.737629026468115,0.308,0.363954056644692,0.316
"317",1,317,0.696,0.850739634092219,0.508,0.856032914734866,0.954,0.695870900600637,0.962,0.687748241802826,0.868
"318",1,318,0.28,0.346069307984833,0.276,0.344684487063917,0.306,0.604221096873488,0.298,0.469609815068172,0.292
"319",1,319,0.462,0.515010174046802,0.122,0.520317431695384,0.54,0.863040655556025,0.494,0.518299984583334,0.416
"320",1,320,0.156,0.306023953808863,0.308,0.302445331398893,0.38,0.249151955511518,0.388,0.199653680471066,0.334
"321",1,321,0.226,0.305433235702677,0.05,0.301820814731937,0.832,0.73398347780642,0.904,0.972308701379405,0.848
"322",1,322,0.258,0.214616944275647,0.29,0.205477234609614,0.22,0.248071622716113,0.194,0.0316020779060162,0.316
"323",1,323,0.964,0.225024173061481,0.428,0.216536027428375,0.0720000000000001,0.396461709506959,0.0760000000000001,0.251302355598707,0.102
"324",1,324,0.726,0.791286131501245,0.74,0.797824258685342,0.498,0.12912279203359,0.548,0.60503814504286,0.61
"325",1,325,0.852,0.776046406999841,0.56,0.782821111091678,0.516,0.614845362475359,0.638,0.654474755109333,0.624
"326",1,326,0.566,0.601679355840467,0.502,0.608660983397705,0.47,0.720334711568455,0.484,0.349238846337813,0.486
"327",1,327,0.972,0.690423395213879,0.678,0.697883496213236,0.686,0.812427798845794,0.666,0.736779934650085,0.612
"328",1,328,0.762,0.840702601575499,0.578,0.846241576769434,0.696,0.898839656206295,0.742,0.676635621239297,0.646
"329",1,329,0.356,0.715048674501969,0.752,0.722425066525446,0.538,0.398088446529647,0.46,0.335235659132555,0.564
"330",1,330,0.678,0.318745509000744,0.042,0.315885106875094,0.492,0.653309821963279,0.53,0.552664521046653,0.322
"331",1,331,0.076,0.166783894452065,0.154,0.154731903699303,0.326,0.145536496217026,0.32,0.073887722898542,0.164
"332",1,332,0.22,0.329592353407189,0.444,0.327329075378273,0.178,0.253814250309581,0.178,0.161835032582021,0.22
"333",1,333,0.964,0.626713925486019,0.912,0.633955708540668,0.32,0.54697512065823,0.292,0.545349809778347,0.352
"334",1,334,0.76,0.421031562444362,0.748,0.423160235938171,0.276,0.0950601590684882,0.286,0.13969564583249,0.234
"335",1,335,0.65,0.834554646734528,0.496,0.840237043080294,0.904,0.609663351200189,0.866,0.882263743301876,0.914
"336",1,336,0.858,0.676567741646062,0.676,0.684034041429497,0.342,0.561532883962141,0.404,0.612328247152197,0.486
"337",1,337,0.226,0.510069511413577,0.242,0.515244897690051,0.508,0.623015963729852,0.466,0.602661739495722,0.702
"338",1,338,0.492,0.799135211502811,0.668,0.805538233662641,0.712,0.834030925388296,0.694,0.729408962817413,0.81
"339",1,339,0.044,0.144487193949651,0.232,0.131207274954461,0.146,0.165510799756055,0.122,0.126403547409371,0.128
"340",1,340,0.044,0.0946671039593124,0.09,0.0794600990683885,0.242,0.151278391171946,0.256,0.0771894674239821,0.348
"341",1,341,0.638,0.887494611647008,0.68,0.891767098886115,0.782,0.111147870330659,0.782,0.858301909427152,0.87
"342",1,342,0.53,0.808367103649235,0.444,0.814599748267062,0.848,0.967341879761746,0.902,0.530644362008889,0.936
"343",1,343,0.734,0.47314649125854,0.218,0.477211931823477,0.554,0.532983789031429,0.618,0.477573464209734,0.588
"344",1,344,0.986,0.648610691778342,0.502,0.655998935373758,0.676,0.535793925526941,0.658,0.712085176499965,0.614
"345",1,345,0.784,0.311002939243698,0.598,0.307707638432503,0.13,0.387204235516052,0.14,0.296341136607604,0.15
"346",1,346,0.102,0.124448624455357,0.01,0.11021300870529,0.9,0.407098560040589,0.91,0.530519883259158,0.62
"347",1,347,0.05,0.021315639464899,0.148,0.0108809110778023,0.432,0.128495377529997,0.362,0.054990023513533,0.26
"348",1,348,0.12,0.04359884213979,0.0600000000000001,0.0296164135281189,0.29,0.135489639394675,0.326,0.0491728979540322,0.222
"349",1,349,0.558,0.775360134344003,0.468,0.782144688975672,0.858,0.901986539728084,0.806,0.705158718764109,0.738
"350",1,350,0.874,0.923396160700049,0.76,0.926490707053671,0.68,0.884088534753653,0.692,0.875846518675402,0.686
"351",1,351,0.496,0.583004898143786,0.33,0.589727587230065,0.428,0.82330154664104,0.448,0.509009410272723,0.498
"352",1,352,0.146,0.321933325331482,0.128,0.319249911514561,0.474,0.0131562697773675,0.4,0.56510762448294,0.55
"353",1,353,0.398,0.175647452936418,0.068,0.164115079972632,0.518,0.918582607949104,0.518,0.812495808169458,0.46
"354",1,354,0.774,0.852644114287069,0.568,0.85788916420435,0.828,0.948199681174952,0.802,0.870094529019447,0.76
"355",1,355,0.534,0.90296847308463,0.694,0.90675496125497,0.726,0.929825471291388,0.758,0.948474963877231,0.678
"356",1,356,0.96,0.957559251881448,0.87,0.959370212894333,0.814,0.544462586132646,0.754,0.385101407630662,0.718
"357",1,357,0.99,0.935860913236122,0.966,0.938505346800593,0.734,0.978037939984635,0.758,0.522681085962546,0.74
"358",1,358,0.428,0.821473948077853,0.61,0.827443518789661,0.896,0.872179422990669,0.908,0.762434821265122,0.82
"359",1,359,0.916,0.414575787221042,0.542,0.416434895513377,0.23,0.477405801206591,0.248,0.472811378102562,0.23
"360",1,360,0.022,0.267183041568284,0.628,0.261307717492447,0.19,0.000318292070783821,0.208,0.000166799659247041,0.244
"361",1,361,0.634,0.936838709684527,0.998,0.939446945472595,0.752,0.898162661818808,0.736,0.869494543182507,0.686
"362",1,362,0.972,0.735223578129492,0.826,0.74246268959103,0.61,0.833330436877531,0.578,0.741565998299381,0.574
"363",1,363,0.594,0.90103083204123,0.8,0.904879985489478,0.862,0.865506340589506,0.838,0.608980038278478,0.976
"364",1,364,0.168,0.419964769723787,0.122,0.422049342817663,0.916,0.397410301070009,0.946,0.663102898390378,0.988
"365",1,365,0.43,0.675246174010789,0.458,0.68271151708129,0.88,0.658752750407539,0.906,0.950811459289597,0.698
"366",1,366,0.146,0.156222948381135,0.0920000000000001,0.143572786059672,0.924,0.314466632797818,0.896,0.908057514719385,0.826
"367",1,367,0.596,0.75397813093041,0.658,0.761034703855951,0.572,0.805166145307032,0.552,0.811110057296683,0.682
"368",1,368,0.458,0.826465235663108,0.67,0.83232812045264,0.584,0.916825745775222,0.552,0.864825598892335,0.516
"369",1,369,0.768,0.964288996706288,0.802,0.965828668815179,0.956,0.942560966925991,0.97,0.960067754286064,0.984
"370",1,370,0.06,0.316348153747032,0.176,0.313353846524635,0.718,0.463725809867599,0.698,0.557035041035971,0.912
"371",1,371,0.188,0.389066317219024,0.412,0.389797998765077,0.518,0.451858867369723,0.57,0.618541884171226,0.348
"372",1,372,0.386,0.678447678272146,0.126,0.685914873672417,0.974,0.744722687153925,0.97,0.999426598866241,0.934
"373",1,373,0.478,0.674535047874576,0.544,0.681999764325833,0.574,0.908785812747642,0.578,0.874749449283545,0.572
"374",1,374,0.272,0.0972703364538902,0.18,0.0821182989037632,0.59,0.880467445737593,0.61,0.493117301226194,0.482
"375",1,375,0.448,0.662742801006009,0.376,0.670185698073613,0.904,0.766398758173629,0.904,0.783634002649216,0.87
"376",1,376,0.988,0.557613226209614,0.994,0.56389433704944,0.262,0.64167927172006,0.296,0.5317920515141,0.248
"377",1,377,0.392,0.439497129871334,0.184,0.442361066597928,0.706,0.754090257607159,0.686,0.791492892065081,0.596
"378",1,378,0.876,0.909606817457808,0.904,0.913174705834562,0.688,0.831335368680534,0.688,0.906281544212245,0.706
"379",1,379,0.276,0.293388859829158,0.128,0.28907910542711,0.45,0.302152751329763,0.414,0.333753662356521,0.398
"380",1,380,0.842,0.751214362241514,0.71,0.758301139559072,0.564,0.812839233412272,0.584,0.76276448067868,0.542
"381",1,381,0.436,0.407899867395803,0.36,0.409473473040549,0.394,0.602036002119577,0.414,0.69768902497175,0.434
"382",1,382,0.944,0.905811429937313,0.946,0.909505040138683,0.648,0.898353204425489,0.674,0.538333583491808,0.688
"383",1,383,0.658,0.476802711185988,0.318,0.480987831287966,0.47,0.89991873793494,0.448,0.757700864006369,0.396
"384",1,384,0.642,0.0831710980021642,0.912,0.0678144006748319,0.04,0.143366900447752,0.032,0.065626916117147,0.078
"385",1,385,0.276,0.621438434136335,0.542,0.628633646512258,0.312,0.634052772980142,0.372,0.60796340121395,0.402
"386",1,386,0.252,0.538021061065105,0.774,0.543890643565697,0.296,0.165304425587348,0.34,0.363482342700341,0.316
"387",1,387,0.0940000000000001,0.119863350157663,0.388,0.105436856560198,0.104,0.0160738665781921,0.104,0.0198635572285528,0.012
"388",1,388,0.448,0.393648436188627,0.144,0.394589866586476,0.67,0.973268067200745,0.636,0.842998540165912,0.758
"389",1,389,0.194,0.565749620408584,0.238,0.572183489737984,0.996,0.427347303877764,0.922,0.364374347645998,0.932
"390",1,390,0.846,0.134195495655461,0.284,0.120402598488579,0.1,0.0051841328854263,0.122,0.0257534532800707,0.176
"391",1,391,0.432,0.742867724803431,0.76,0.750038794940903,0.636,0.79711908779908,0.66,0.452180169689949,0.556
"392",1,392,0.164,0.296793860009884,0.246,0.292682794448242,0.242,0.588056257020414,0.254,0.399007417951028,0.372
"393",1,393,0.266,0.420484356981875,0.212,0.422590431432514,0.666,0.0959025574085208,0.65,0.397016757084733,0.564
"394",1,394,0.426,0.0873163972467041,0.87,0.0719947907404148,0.02,0.017007876332076,0.032,0.00836846583868134,0.02
"395",1,395,0.966,0.99278188833596,0.978,0.99310658886194,0.97,0.953955737289807,0.992,0.990729720681517,0.992
